  0.2259  0.2607  0.2844  0.2469  0.2361  0.2324  0.2454  0.2909  0.3405  0.3771  0.3573  0.3693  0.4381  0.4201  0.3400  0.2620  0.2482  0.2149  0.2106  0.2287  0.2986  0.2663  0.2047  0.2125  0.2204  0.3557  0.4011  0.3589  0.4037  0.4118  0.3652  0.3538  0.3339  0.2484  0.2253  0.2072
  0.1952  0.2158  0.1998  0.1817  0.1520  0.1305  0.1318  0.1241  0.1078  0.1221  0.1213  0.1207  0.1202  0.1198  0.1248  0.1271  0.1313  0.1328  0.1359  0.1372  0.2298  0.2761  0.1383  0.1479  0.1956  0.2148  0.2077  0.1436  0.1405  0.1750  0.1323  0.1343  0.1363  0.1481  0.1527  0.1741
  0.2234  0.1799  0.1724  0.1648  0.1484  0.1400  0.1002  0.0696  0.0700  0.0787  0.0883  0.0870  0.0789  0.1011  0.1109  0.1162  0.1238  0.1282  0.1326  0.1368  0.2199  0.2089  0.1034  0.0800  0.0732  0.0762  0.1001  0.1160  0.1212  0.1255  0.1288  0.1338  0.1581  0.2164  0.2513  0.2432
  0.1806  0.1697  0.1608  0.1382  0.0695  0.0690  0.0777  0.0679  0.0681  0.0680  0.0675  0.0669  0.0665  0.0739  0.1034  0.1083  0.1136  0.1161  0.1235  0.1298  0.1329  0.1030  0.0654  0.0658  0.0807  0.0929  0.0712  0.1198  0.1214  0.1244  0.1400  0.1596  0.2258  0.2640  0.1908  0.1654
  0.1436  0.1507  0.1494  0.1124  0.0627  0.0649  0.0656  0.0655  0.0654  0.0653  0.0648  0.0639  0.0632  0.0631  0.0873  0.1256  0.1214  0.1146  0.1179  0.1215  0.1175  0.0781  0.0629  0.0632  0.0624  0.0947  0.1132  0.1262  0.1390  0.1582  0.2252  0.2776  0.2757  0.2608  0.1563  0.1451
  0.1527  0.1338  0.1335  0.1097  0.0608  0.0622  0.0623  0.0619  0.0616  0.0615  0.0612  0.0603  0.0597  0.0596  0.0786  0.1213  0.1162  0.1172  0.1176  0.1130  0.0874  0.0604  0.0601  0.0601  0.0594  0.0913  0.1120  0.1204  0.1451  0.1537  0.2435  0.3580  0.3077  0.1994  0.2409  0.2632
  0.1474  0.1338  0.1136  0.0650  0.0582  0.0587  0.0586  0.0584  0.0582  0.0580  0.0577  0.0572  0.0569  0.0569  0.0792  0.1158  0.1102  0.1109  0.1100  0.0787  0.0575  0.0575  0.0573  0.0574  0.0658  0.1051  0.0665  0.1067  0.1361  0.1262  0.2633  0.3605  0.2817  0.3349  0.3584  0.3486
  0.1975  0.1494  0.0767  0.0553  0.0553  0.0554  0.0556  0.0556  0.0556  0.0554  0.0551  0.0550  0.0549  0.0550  0.0672  0.1101  0.1078  0.1070  0.1056  0.0579  0.0549  0.0550  0.0551  0.0552  0.0553  0.0836  0.0555  0.0691  0.1631  0.1705  0.3102  0.3571  0.3403  0.3592  0.3594  0.3069
  0.2394  0.1443  0.0616  0.0537  0.0536  0.0534  0.0536  0.0538  0.0538  0.0533  0.0529  0.0531  0.0533  0.0533  0.0577  0.1207  0.1320  0.1020  0.0910  0.0521  0.0526  0.0529  0.0530  0.0531  0.0858  0.2278  0.2490  0.0850  0.0534  0.2972  0.3557  0.3556  0.3554  0.3553  0.3550  0.3427
  0.1793  0.1090  0.0527  0.0527  0.0525  0.0519  0.0521  0.0527  0.0526  0.0518  0.0513  0.0518  0.0522  0.0521  0.0520  0.1238  0.1243  0.0640  0.0816  0.0507  0.0514  0.0518  0.0518  0.0516  0.1435  0.2209  0.3175  0.2760  0.2515  0.3356  0.3550  0.3550  0.3549  0.3336  0.3513  0.3417
  0.1138  0.0709  0.0509  0.0513  0.0508  0.0500  0.0503  0.0512  0.0510  0.0499  0.0495  0.0504  0.0511  0.0509  0.0502  0.0667  0.1022  0.0498  0.1083  0.0492  0.0501  0.0507  0.0505  0.0501  0.2084  0.2421  0.2918  0.3185  0.3446  0.3347  0.3182  0.2531  0.1791  0.1799  0.2253  0.2369
  0.1123  0.0529  0.0493  0.0500  0.0494  0.0486  0.0489  0.0500  0.0499  0.0486  0.0483  0.0494  0.0502  0.0498  0.0488  0.0487  0.0952  0.1628  0.1520  0.0581  0.0491  0.0499  0.0495  0.0562  0.1873  0.1560  0.1263  0.2091  0.2443  0.2161  0.2193  0.1418  0.1196  0.1111  0.1279  0.1166
  0.1168  0.0516  0.0489  0.0491  0.0483  0.0474  0.0478  0.0490  0.0489  0.0475  0.0472  0.0484  0.0494  0.0485  0.0474  0.0474  0.0889  0.2607  0.1400  0.0656  0.0483  0.0494  0.0487  0.0599  0.1743  0.1205  0.1146  0.1250  0.1404  0.1321  0.1499  0.1049  0.1136  0.1087  0.1271  0.1252
  0.1238  0.0570  0.0643  0.0482  0.0472  0.0463  0.0466  0.0481  0.0480  0.0465  0.0461  0.0472  0.0484  0.0472  0.0460  0.0462  0.0549  0.2447  0.0466  0.0464  0.0475  0.0489  0.0481  0.0547  0.1472  0.1161  0.1125  0.1145  0.1206  0.1239  0.1733  0.0774  0.0766  0.1101  0.1035  0.1630
  0.1227  0.0618  0.0464  0.0478  0.0465  0.0455  0.0459  0.0475  0.0474  0.0457  0.0454  0.0465  0.0478  0.0464  0.0453  0.0456  0.0474  0.1601  0.0464  0.0464  0.0470  0.0485  0.0476  0.0523  0.1306  0.1131  0.1112  0.1122  0.1145  0.1311  0.1861  0.0510  0.0621  0.1082  0.1082  0.1448
  0.0799  0.0578  0.0548  0.0475  0.0461  0.0450  0.0454  0.0470  0.0470  0.0453  0.0449  0.0460  0.0475  0.0460  0.0449  0.0451  0.0470  0.0475  0.0463  0.2114  0.1748  0.0480  0.0467  0.0471  0.0987  0.1111  0.1101  0.1111  0.1129  0.1540  0.1810  0.0461  0.0492  0.1085  0.0751  0.0912
  0.0724  0.0608  0.0611  0.0474  0.0457  0.0446  0.0449  0.0467  0.0467  0.0449  0.0446  0.0457  0.0473  0.0457  0.0446  0.0448  0.0466  0.0469  0.0652  0.2017  0.3215  0.0841  0.0458  0.0449  0.0616  0.0997  0.1067  0.1090  0.1129  0.1734  0.1085  0.0458  0.0488  0.0859  0.0474  0.0672
  0.0874  0.0926  0.0804  0.0473  0.0455  0.0444  0.0447  0.0465  0.0464  0.0446  0.0443  0.0453  0.0470  0.0453  0.0443  0.0446  0.0465  0.0466  0.0651  0.2527  0.3280  0.2389  0.0455  0.0446  0.0449  0.0467  0.0868  0.1082  0.1188  0.2595  0.1385  0.0457  0.0487  0.0653  0.0466  0.0466
  0.0722  0.1002  0.0596  0.0473  0.0455  0.0444  0.0447  0.0465  0.0464  0.0446  0.0442  0.0452  0.0470  0.0453  0.0443  0.0447  0.0465  0.0466  0.0656  0.2895  0.3520  0.2512  0.0774  0.0447  0.0449  0.0467  0.0731  0.1083  0.1179  0.2922  0.0850  0.0456  0.0487  0.0655  0.0468  0.0467
  0.0483  0.1007  0.0549  0.0473  0.0458  0.0447  0.0450  0.0467  0.0466  0.0448  0.0445  0.0455  0.0471  0.0455  0.0447  0.0451  0.0469  0.0470  0.0677  0.2926  0.3543  0.2160  0.1140  0.0463  0.0452  0.0469  0.0754  0.1094  0.1134  0.1772  0.0474  0.0457  0.0454  0.0487  0.0470  0.0469
  0.0453  0.0449  0.0462  0.0476  0.0462  0.0452  0.0455  0.0471  0.0470  0.0453  0.0449  0.0459  0.0474  0.0460  0.0452  0.0456  0.0476  0.0479  0.0660  0.2845  0.3007  0.1238  0.1573  0.0767  0.0459  0.0474  0.0948  0.1131  0.1140  0.1240  0.0477  0.0461  0.0450  0.0454  0.0472  0.0472
  0.0458  0.0455  0.0467  0.0480  0.0467  0.0457  0.0461  0.0477  0.0476  0.0459  0.0455  0.0464  0.0477  0.0465  0.0456  0.0462  0.0481  0.0486  0.0647  0.1839  0.1569  0.1185  0.1699  0.0630  0.0466  0.0479  0.0526  0.1139  0.1129  0.1040  0.0482  0.0466  0.0454  0.0458  0.0474  0.0475
  0.0465  0.0462  0.0473  0.0485  0.0473  0.0463  0.0467  0.0482  0.0482  0.0467  0.0462  0.0472  0.0482  0.0471  0.0462  0.0467  0.0484  0.0486  0.0523  0.1141  0.1205  0.1158  0.1505  0.0468  0.0472  0.0485  0.0524  0.1113  0.1120  0.0873  0.0490  0.0472  0.0460  0.0464  0.0479  0.0480
  0.0476  0.0472  0.0711  0.0688  0.0482  0.0471  0.0476  0.0490  0.0491  0.0478  0.0474  0.0484  0.0491  0.0481  0.0471  0.0474  0.0488  0.0489  0.0480  0.0967  0.1171  0.1145  0.1278  0.0478  0.0482  0.0492  0.0768  0.1173  0.1140  0.0873  0.0777  0.0483  0.0470  0.0474  0.0488  0.0489
